477.0,0.8725
478.0,0.8727
479.0,0.8728
480.0,0.8731
481.0,0.8731
482.0,0.8731
483.0,0.8731
484.0,0.8731
485.0,0.8731
486.0,0.8731
487.0,0.8731
488.0,0.873
489.0,0.8727
490.0,0.8723
491.0,0.872
492.0,0.8717
493.0,0.8713
494.0,0.871
495.0,0.8707
496.0,0.8703
497.0,0.87
498.0,0.8697
499.0,0.8694
500.0,0.8691
501.0,0.8688
502.0,0.8685
503.0,0.8683
504.0,0.868
505.0,0.8677
506.0,0.8661
507.0,0.8671
508.0,0.8668
509.0,0.8666
510.0,0.8663
511.0,0.8661
512.0,0.8658
513.0,0.8655
514.0,0.8654
515.0,0.8654
516.0,0.8654
517.0,0.8655
518.0,0.8655
519.0,0.8655
520.0,0.8656
521.0,0.8656
522.0,0.8656
523.0,0.8657
524.0,0.8657
525.0,0.8657
526.0,0.8661
527.0,0.8665
528.0,0.8668
529.0,0.8673
530.0,0.8678
531.0,0.8678
532.0,0.8677
533.0,0.8674
534.0,0.8671
535.0,0.8668
536.0,0.8665
537.0,0.8659
538.0,0.8652
539.0,0.8645
540.0,0.8639
541.0,0.8632
542.0,0.8625
543.0,0.8618
544.0,0.8612
545.0,0.8601
546.0,0.8588
547.0,0.8575
548.0,0.8562
549.0,0.855
550.0,0.8537
551.0,0.8524
552.0,0.8508
553.0,0.8482
554.0,0.8456
555.0,0.843
556.0,0.8404
557.0,0.8378
558.0,0.8353
559.0,0.8323
560.0,0.8283
561.0,0.8243
562.0,0.8202
563.0,0.8161
564.0,0.8118
565.0,0.8075
566.0,0.803
567.0,0.7985
568.0,0.794
569.0,0.7898
570.0,0.7855
571.0,0.7812
572.0,0.778
573.0,0.7755
574.0,0.7732
575.0,0.7715
576.0,0.7715
577.0,0.7715
578.0,0.7519
579.0,0.7318
580.0,0.7115
581.0,0.6928
582.0,0.6919
583.0,0.719
584.0,0.7404
585.0,0.7618
586.0,0.7834
587.0,0.8049
588.0,0.8245
589.0,0.8247
590.0,0.8264
591.0,0.2364
592.0,0.2322
593.0,0.4527
594.0,0.7401
595.0,0.7654
596.0,0.7578
597.0,0.7487
598.0,0.7394
599.0,0.7299
600.0,0.7257
601.0,0.7232
602.0,0.7232
603.0,0.7232
604.0,0.7243
605.0,0.7245
606.0,0.7278
607.0,0.7361
608.0,0.7443
609.0,0.7525
610.0,0.7608
611.0,0.7691
612.0,0.7772
613.0,0.7856
614.0,0.7938
615.0,0.8021
616.0,0.8103
617.0,0.8185
618.0,0.8268
619.0,0.8337
620.0,0.8397
621.0,0.8445
622.0,0.8485
623.0,0.8525
624.0,0.8558
625.0,0.8584
626.0,0.861
627.0,0.8635
628.0,0.8657
629.0,0.8675
630.0,0.8695
631.0,0.8714
632.0,0.8732
633.0,0.8743
634.0,0.8754
635.0,0.8765
636.0,0.8774
637.0,0.8778
638.0,0.8782
639.0,0.8786
640.0,0.8789
641.0,0.8791
642.0,0.8793
643.0,0.8793
644.0,0.8793
645.0,0.8793
646.0,0.8793
647.0,0.8793
648.0,0.8793
649.0,0.8792
650.0,0.8791
651.0,0.8791
652.0,0.879
653.0,0.8789
654.0,0.8788
655.0,0.8787
656.0,0.8786
657.0,0.8785
658.0,0.8784
659.0,0.8783
660.0,0.8782
661.0,0.8782
662.0,0.8781
663.0,0.878
664.0,0.878
665.0,0.8778
666.0,0.8778
667.0,0.8778
668.0,0.8777
669.0,0.8775
670.0,0.8774
671.0,0.8773
672.0,0.8771
673.0,0.877
674.0,0.877
675.0,0.8771
676.0,0.8771
677.0,0.8773
678.0,0.8773
679.0,0.8773
680.0,0.8773
681.0,0.8771
682.0,0.8771
683.0,0.8771
684.0,0.877
685.0,0.877
686.0,0.8768
687.0,0.8767
688.0,0.8766
689.0,0.8765
690.0,0.8764
691.0,0.8763
692.0,0.8763
693.0,0.8767
694.0,0.8771
695.0,0.8777
696.0,0.8782
697.0,0.8787
698.0,0.8792
699.0,0.8795
700.0,0.8797
701.0,0.88
702.0,0.8802
703.0,0.8805
704.0,0.8806
705.0,0.8807
706.0,0.8808
707.0,0.8809
708.0,0.881
709.0,0.8811
710.0,0.8811
711.0,0.881
712.0,0.881
713.0,0.8809
714.0,0.8808
715.0,0.8807
716.0,0.8805
717.0,0.8804
718.0,0.8803
719.0,0.8802
720.0,0.8801
721.0,0.8801
722.0,0.8801
723.0,0.8801
724.0,0.8801
725.0,0.8801
726.0,0.8805
727.0,0.8808
728.0,0.8812
729.0,0.8815
730.0,0.8818
731.0,0.8821
732.0,0.8825
733.0,0.8828
734.0,0.8828
735.0,0.8828
736.0,0.8828
737.0,0.8828
738.0,0.8828
739.0,0.8828
740.0,0.8828
741.0,0.8828
742.0,0.8827
743.0,0.8827
744.0,0.8827
745.0,0.8825
746.0,0.8825
747.0,0.8825
748.0,0.8825
749.0,0.8825
750.0,0.8825
751.0,0.8827
752.0,0.8828
753.0,0.8831
754.0,0.8832
755.0,0.8834
756.0,0.8836
757.0,0.8839
758.0,0.8842
759.0,0.8845
760.0,0.8847
761.0,0.885
762.0,0.8853
763.0,0.8856
764.0,0.8859
765.0,0.8862
766.0,0.8862
767.0,0.8862
768.0,0.8862
769.0,0.8862
770.0,0.8861
771.0,0.8861
772.0,0.886
773.0,0.886
774.0,0.886
775.0,0.8859
776.0,0.8859
777.0,0.8858
778.0,0.8858
779.0,0.8844
780.0,0.8856
781.0,0.8856
782.0,0.8855
783.0,0.8855
784.0,0.8854
785.0,0.8853
786.0,0.8853
787.0,0.8852
788.0,0.8851
789.0,0.8848
790.0,0.8846
